Page total likes;Type;Post Month;Post Weekday;Post Hour;Paid;Lifetime Post Total Reach;Lifetime Engaged Users;comment;like;share;Total Interactions
129600;Photo;7;5;3;0;54256;1620;0;128;15;143
129600;Photo;7;3;13;1;40336;1407;10;167;26;203
129600;Photo;7;4;6;1;31904;863;30;47;8;85
129600;Photo;7;1;13;0;28208;964;0;96;19;115
129600;Photo;7;6;11;0;26944;877;1;98;19;118
129600;Status;7;5;12;1;15576;2417;1;53;14;68
129600;Photo;7;7;6;1;5848;622;372;5172;790;6334
129600;Photo;7;6;5;0;5292;756;4;154;30;188
129600;Photo;7;2;13;0;4666;729;18;315;76;409
129600;Photo;7;2;7;1;4274;701;6;535;83;624
129600;Photo;7;3;1;0;4220;685;9;484;79;572
129600;Photo;7;4;12;1;3726;602;4;118;22;144
129600;Photo;7;1;12;0;3460;541;10;145;31;186
129600;Photo;7;1;6;0;3406;571;0;73;15;88
129600;Photo;7;7;11;1;2602;479;3;13;1;17
129600;Photo;7;5;3;0;54256;1620;0;128;15;143
129600;Photo;7;3;13;1;40336;1407;10;167;26;203
129600;Photo;7;4;6;1;31904;863;30;47;8;85
129600;Photo;7;1;13;0;28208;964;0;96;19;115
129600;Photo;7;6;11;0;26944;877;1;98;19;118
129600;Status;7;5;12;1;15576;2417;1;53;14;68
129600;Photo;7;7;6;1;5848;622;372;5172;790;6334
129600;Photo;7;6;5;0;5292;756;4;154;30;188
129600;Photo;7;2;13;0;4666;729;18;315;76;409
129600;Photo;7;2;7;1;4274;701;6;535;83;624
129600;Photo;7;3;1;0;4220;685;9;484;79;572
129600;Photo;7;4;12;1;3726;602;4;118;22;144
129600;Photo;7;1;12;0;3460;541;10;145;31;186
129600;Photo;7;1;6;0;3406;571;0;73;15;88
129600;Photo;7;7;11;1;2602;479;3;13;1;17
130791;Photo;7;3;5;1;180480;8072;4;104;10;118
130791;Photo;7;2;13;0;44464;1052;2;126;32;160
130791;Video;7;3;11;1;21872;3872;13;234;43;290
130791;Photo;7;5;3;0;19968;1016;6;194;34;234
130791;Status;7;4;6;0;17360;2573;11;238;51;300
130791;Photo;7;4;11;0;4892;536;4;71;10;85
130791;Photo;7;5;11;1;4096;487;6;226;42;274
130791;Photo;7;2;8;0;2881;550;9;152;41;202
130791;Photo;7;3;5;1;180480;8072;4;104;10;118
130791;Photo;7;2;13;0;44464;1052;2;126;32;160
130791;Video;7;3;11;1;21872;3872;13;234;43;290
130791;Photo;7;5;3;0;19968;1016;6;194;34;234
130791;Status;7;4;6;0;17360;2573;11;238;51;300
130791;Photo;7;4;11;0;4892;536;4;71;10;85
130791;Photo;7;5;11;1;4096;487;6;226;42;274
130791;Photo;7;2;8;0;2881;550;9;152;41;202
130791;Photo;7;3;5;1;180480;8072;4;104;10;118
130791;Photo;7;2;13;0;44464;1052;2;126;32;160
130791;Video;7;3;11;1;21872;3872;13;234;43;290
130791;Photo;7;5;3;0;19968;1016;6;194;34;234
130791;Status;7;4;6;0;17360;2573;11;238;51;300
130791;Photo;7;4;11;0;4892;536;4;71;10;85
130791;Photo;7;5;11;1;4096;487;6;226;42;274
130791;Photo;7;2;8;0;2881;550;9;152;41;202
130791;Photo;7;3;5;1;180480;8072;4;104;10;118
130791;Photo;7;2;13;0;44464;1052;2;126;32;160
130791;Video;7;3;11;1;21872;3872;13;234;43;290
130791;Photo;7;5;3;0;19968;1016;6;194;34;234
130791;Status;7;4;6;0;17360;2573;11;238;51;300
130791;Photo;7;4;11;0;4892;536;4;71;10;85
130791;Photo;7;5;11;1;4096;487;6;226;42;274
130791;Photo;7;2;8;0;2881;550;9;152;41;202
131300;Status;7;7;10;0;10956;128;2;47;4;53
131300;Photo;7;7;4;0;10888;913;2;61;16;79
131300;Photo;7;6;10;0;3594;424;3;42;10;55
131300;Photo;7;6;2;0;3384;451;10;755;58;823
131300;Status;7;7;10;0;10956;128;2;47;4;53
131300;Photo;7;7;4;0;10888;913;2;61;16;79
131300;Photo;7;6;10;0;3594;424;3;42;10;55
131300;Photo;7;6;2;0;3384;451;10;755;58;823
131300;Status;7;7;10;0;10956;128;2;47;4;53
131300;Photo;7;7;4;0;10888;913;2;61;16;79
131300;Photo;7;6;10;0;3594;424;3;42;10;55
131300;Photo;7;6;2;0;3384;451;10;755;58;823
131300;Status;7;7;10;0;10956;128;2;47;4;53
131300;Photo;7;7;4;0;10888;913;2;61;16;79
131300;Photo;7;6;10;0;3594;424;3;42;10;55
131300;Photo;7;6;2;0;3384;451;10;755;58;823
131630;Status;7;2;6;1;10824;135;6;696;28;730
131630;Photo;7;1;11;0;4592;320;7;529;60;596
131630;Photo;7;3;13;0;3504;444;13;61;13;87
131630;Photo;7;1;5;0;3176;372;2;75;24;101
131630;Photo;7;2;13;0;2973;356;26;162;7;195
131630;Photo;7;2;23;0;2822;424;0;66;9;75
131630;Status;7;2;6;1;10824;135;6;696;28;730
131630;Photo;7;1;11;0;4592;320;7;529;60;596
131630;Photo;7;3;13;0;3504;444;13;61;13;87
131630;Photo;7;1;5;0;3176;372;2;75;24;101
131630;Photo;7;2;13;0;2973;356;26;162;7;195
131630;Photo;7;2;23;0;2822;424;0;66;9;75
131630;Status;7;2;6;1;10824;135;6;696;28;730
131630;Photo;7;1;11;0;4592;320;7;529;60;596
131630;Photo;7;3;13;0;3504;444;13;61;13;87
131630;Photo;7;1;5;0;3176;372;2;75;24;101
131630;Photo;7;2;13;0;2973;356;26;162;7;195
131630;Photo;7;2;23;0;2822;424;0;66;9;75
131630;Status;7;2;6;1;10824;135;6;696;28;730
131630;Photo;7;1;11;0;4592;320;7;529;60;596
131630;Photo;7;3;13;0;3504;444;13;61;13;87
131630;Photo;7;1;5;0;3176;372;2;75;24;101
131630;Photo;7;2;13;0;2973;356;26;162;7;195
131630;Photo;7;2;23;0;2822;424;0;66;9;75
131728;Photo;7;4;10;1;95424;699;0;25;5;30
131728;Photo;7;4;3;0;14824;868;22;534;31;587
131728;Photo;7;5;8;1;3414;473;7;215;47;269
131728;Photo;7;4;10;1;95424;699;0;25;5;30
131728;Photo;7;4;3;0;14824;868;22;534;31;587
131728;Photo;7;5;8;1;3414;473;7;215;47;269
131728;Photo;7;4;10;1;95424;699;0;25;5;30
131728;Photo;7;4;3;0;14824;868;22;534;31;587
131728;Photo;7;5;8;1;3414;473;7;215;47;269
131728;Photo;7;4;10;1;95424;699;0;25;5;30
131728;Photo;7;4;3;0;14824;868;22;534;31;587
131728;Photo;7;5;8;1;3414;473;7;215;47;269
131808;Status;8;6;10;1;20168;3370;23;204;44;271
131808;Status;7;5;14;0;15296;2827;36;98;14;148
131808;Status;8;7;4;0;8260;997;1;143;27;171
131808;Photo;8;6;6;0;5046;528;18;46;7;71
131808;Status;8;6;10;1;20168;3370;23;204;44;271
131808;Status;7;5;14;0;15296;2827;36;98;14;148
131808;Status;8;7;4;0;8260;997;1;143;27;171
131808;Photo;8;6;6;0;5046;528;18;46;7;71
131808;Status;8;6;10;1;20168;3370;23;204;44;271
131808;Status;7;5;14;0;15296;2827;36;98;14;148
131808;Status;8;7;4;0;8260;997;1;143;27;171
131808;Photo;8;6;6;0;5046;528;18;46;7;71
131808;Status;8;6;10;1;20168;3370;23;204;44;271
131808;Status;7;5;14;0;15296;2827;36;98;14;148
131808;Status;8;7;4;0;8260;997;1;143;27;171
131808;Photo;8;6;6;0;5046;528;18;46;7;71
131956;Photo;8;3;10;0;28880;1062;4;72;18;94
131956;Status;8;2;12;0;14424;304;0;15;3;18
131956;Photo;8;2;7;0;14200;1393;7;148;39;194
131956;Photo;8;1;12;0;5746;769;0;104;13;117
131956;Photo;8;7;10;0;4324;548;11;202;5;218
131956;Photo;8;1;4;0;2540;389;1;40;8;49
131956;Photo;8;3;4;0;1330;363;1;71;17;89
131956;Photo;8;3;10;0;28880;1062;4;72;18;94
131956;Status;8;2;12;0;14424;304;0;15;3;18
131956;Photo;8;2;7;0;14200;1393;7;148;39;194
131956;Photo;8;1;12;0;5746;769;0;104;13;117
131956;Photo;8;7;10;0;4324;548;11;202;5;218
131956;Photo;8;1;4;0;2540;389;1;40;8;49
131956;Photo;8;3;4;0;1330;363;1;71;17;89
131956;Photo;8;3;10;0;28880;1062;4;72;18;94
131956;Status;8;2;12;0;14424;304;0;15;3;18
131956;Photo;8;2;7;0;14200;1393;7;148;39;194
131956;Photo;8;1;12;0;5746;769;0;104;13;117
131956;Photo;8;7;10;0;4324;548;11;202;5;218
131956;Photo;8;1;4;0;2540;389;1;40;8;49
131956;Photo;8;3;4;0;1330;363;1;71;17;89
131956;Photo;8;3;10;0;28880;1062;4;72;18;94
131956;Status;8;2;12;0;14424;304;0;15;3;18
131956;Photo;8;2;7;0;14200;1393;7;148;39;194
131956;Photo;8;1;12;0;5746;769;0;104;13;117
131956;Photo;8;7;10;0;4324;548;11;202;5;218
131956;Photo;8;1;4;0;2540;389;1;40;8;49
131956;Photo;8;3;4;0;1330;363;1;71;17;89
132201;Photo;8;1;3;0;50640;2240;0;78;16;94
132201;Photo;8;6;3;1;22120;979;1;71;23;95
132201;Photo;8;4;3;1;12728;844;0;62;10;72
132201;Photo;8;5;10;0;7980;630;0;19;5;24
132201;Photo;8;7;10;0;3734;529;5;57;5;67
132201;Photo;8;1;12;1;3254;371;0;23;2;25
132201;Photo;8;7;3;0;2594;347;11;129;12;152
132201;Photo;8;6;10;1;2232;376;103;469;33;605
132201;Photo;8;5;1;0;1659;345;14;102;9;125
132201;Photo;8;4;11;1;1006;277;1;34;4;39
132201;Photo;8;1;3;0;50640;2240;0;78;16;94
132201;Photo;8;6;3;1;22120;979;1;71;23;95
132201;Photo;8;4;3;1;12728;844;0;62;10;72
132201;Photo;8;5;10;0;7980;630;0;19;5;24
132201;Photo;8;7;10;0;3734;529;5;57;5;67
132201;Photo;8;1;12;1;3254;371;0;23;2;25
132201;Photo;8;7;3;0;2594;347;11;129;12;152
132201;Photo;8;6;10;1;2232;376;103;469;33;605
132201;Photo;8;5;1;0;1659;345;14;102;9;125
132201;Photo;8;4;11;1;1006;277;1;34;4;39
132201;Photo;8;1;3;0;50640;2240;0;78;16;94
132201;Photo;8;6;3;1;22120;979;1;71;23;95
132201;Photo;8;4;3;1;12728;844;0;62;10;72
132201;Photo;8;5;10;0;7980;630;0;19;5;24
132201;Photo;8;7;10;0;3734;529;5;57;5;67
132201;Photo;8;1;12;1;3254;371;0;23;2;25
132201;Photo;8;7;3;0;2594;347;11;129;12;152
132201;Photo;8;6;10;1;2232;376;103;469;33;605
132201;Photo;8;5;1;0;1659;345;14;102;9;125
132201;Photo;8;4;11;1;1006;277;1;34;4;39
132201;Photo;8;1;3;0;50640;2240;0;78;16;94
132201;Photo;8;6;3;1;22120;979;1;71;23;95
132201;Photo;8;4;3;1;12728;844;0;62;10;72
132201;Photo;8;5;10;0;7980;630;0;19;5;24
132201;Photo;8;7;10;0;3734;529;5;57;5;67
132201;Photo;8;1;12;1;3254;371;0;23;2;25
132201;Photo;8;7;3;0;2594;347;11;129;12;152
132201;Photo;8;6;10;1;2232;376;103;469;33;605
132201;Photo;8;5;1;0;1659;345;14;102;9;125
132201;Photo;8;4;11;1;1006;277;1;34;4;39
132817;Photo;8;2;10;0;72864;946;2;59;12;73
132817;Photo;8;4;10;0;33536;1954;1;72;16;89
132817;Status;8;3;2;1;9236;1151;5;54;7;66
132817;Photo;8;4;3;1;4204;498;5;141;26;172
132817;Photo;8;3;9;0;3376;428;5;93;19;117
132817;Photo;8;2;3;0;3358;394;0;72;21;93
132817;Photo;8;2;10;0;72864;946;2;59;12;73
132817;Photo;8;4;10;0;33536;1954;1;72;16;89
132817;Status;8;3;2;1;9236;1151;5;54;7;66
132817;Photo;8;4;3;1;4204;498;5;141;26;172
132817;Photo;8;3;9;0;3376;428;5;93;19;117
132817;Photo;8;2;3;0;3358;394;0;72;21;93
132817;Photo;8;2;10;0;72864;946;2;59;12;73
132817;Photo;8;4;10;0;33536;1954;1;72;16;89
132817;Status;8;3;2;1;9236;1151;5;54;7;66
132817;Photo;8;4;3;1;4204;498;5;141;26;172
132817;Photo;8;3;9;0;3376;428;5;93;19;117
132817;Photo;8;2;3;0;3358;394;0;72;21;93
132817;Photo;8;2;10;0;72864;946;2;59;12;73
132817;Photo;8;4;10;0;33536;1954;1;72;16;89
132817;Status;8;3;2;1;9236;1151;5;54;7;66
132817;Photo;8;4;3;1;4204;498;5;141;26;172
132817;Photo;8;3;9;0;3376;428;5;93;19;117
132817;Photo;8;2;3;0;3358;394;0;72;21;93
133451;Photo;8;4;9;1;1954;356;2;84;13;99
133451;Photo;8;4;9;1;1954;356;2;84;13;99
133451;Photo;8;4;9;1;1954;356;2;84;13;99
133451;Photo;8;4;9;1;1954;356;2;84;13;99
133594;Photo;8;7;3;0;34512;1666;2;208;28;238
133594;Photo;8;6;10;0;5282;703;4;154;26;184
133594;Photo;8;7;10;1;3934;512;0;22;3;25
133594;Photo;8;5;13;0;1920;365;3;65;14;82
133594;Photo;8;6;8;0;1809;399;8;107;20;135
133594;Photo;8;7;3;0;34512;1666;2;208;28;238
133594;Photo;8;6;10;0;5282;703;4;154;26;184
133594;Photo;8;7;10;1;3934;512;0;22;3;25
133594;Photo;8;5;13;0;1920;365;3;65;14;82
133594;Photo;8;6;8;0;1809;399;8;107;20;135
133594;Photo;8;7;3;0;34512;1666;2;208;28;238
133594;Photo;8;6;10;0;5282;703;4;154;26;184
133594;Photo;8;7;10;1;3934;512;0;22;3;25
133594;Photo;8;5;13;0;1920;365;3;65;14;82
133594;Photo;8;6;8;0;1809;399;8;107;20;135
133594;Photo;8;7;3;0;34512;1666;2;208;28;238
133594;Photo;8;6;10;0;5282;703;4;154;26;184
133594;Photo;8;7;10;1;3934;512;0;22;3;25
133594;Photo;8;5;13;0;1920;365;3;65;14;82
133594;Photo;8;6;8;0;1809;399;8;107;20;135
133679;Photo;8;1;10;0;19648;1359;4;330;29;363
133679;Photo;9;2;10;0;3100;518;0;14;1;15
133679;Photo;9;2;3;1;2360;436;11;231;43;285
133679;Photo;8;1;4;0;2295;377;12;148;28;188
133679;Photo;8;1;10;0;19648;1359;4;330;29;363
133679;Photo;9;2;10;0;3100;518;0;14;1;15
133679;Photo;9;2;3;1;2360;436;11;231;43;285
133679;Photo;8;1;4;0;2295;377;12;148;28;188
133679;Photo;8;1;10;0;19648;1359;4;330;29;363
133679;Photo;9;2;10;0;3100;518;0;14;1;15
133679;Photo;9;2;3;1;2360;436;11;231;43;285
133679;Photo;8;1;4;0;2295;377;12;148;28;188
133679;Photo;8;1;10;0;19648;1359;4;330;29;363
133679;Photo;9;2;10;0;3100;518;0;14;1;15
133679;Photo;9;2;3;1;2360;436;11;231;43;285
133679;Photo;8;1;4;0;2295;377;12;148;28;188
134879;Video;9;2;10;0;30624;2080;2;51;6;59
134879;Photo;9;3;10;0;14152;631;2;74;14;90
134879;Status;9;4;4;1;9124;1476;2;57;6;65
134879;Photo;9;3;2;1;4260;588;0;58;17;75
134879;Photo;9;1;6;0;4048;544;9;197;28;234
134879;Photo;9;2;3;0;2363;393;0;148;7;155
134879;Photo;9;7;4;1;2351;371;0;24;4;28
134879;Photo;9;1;10;0;2232;374;9;186;23;218
134879;Photo;9;7;10;0;1804;330;3;142;18;163
134879;Video;9;2;10;0;30624;2080;2;51;6;59
134879;Photo;9;3;10;0;14152;631;2;74;14;90
134879;Status;9;4;4;1;9124;1476;2;57;6;65
134879;Photo;9;3;2;1;4260;588;0;58;17;75
134879;Photo;9;1;6;0;4048;544;9;197;28;234
134879;Photo;9;2;3;0;2363;393;0;148;7;155
134879;Photo;9;7;4;1;2351;371;0;24;4;28
134879;Photo;9;1;10;0;2232;374;9;186;23;218
134879;Photo;9;7;10;0;1804;330;3;142;18;163
134879;Video;9;2;10;0;30624;2080;2;51;6;59
134879;Photo;9;3;10;0;14152;631;2;74;14;90
134879;Status;9;4;4;1;9124;1476;2;57;6;65
134879;Photo;9;3;2;1;4260;588;0;58;17;75
134879;Photo;9;1;6;0;4048;544;9;197;28;234
134879;Photo;9;2;3;0;2363;393;0;148;7;155
134879;Photo;9;7;4;1;2351;371;0;24;4;28
134879;Photo;9;1;10;0;2232;374;9;186;23;218
134879;Photo;9;7;10;0;1804;330;3;142;18;163
134879;Video;9;2;10;0;30624;2080;2;51;6;59
134879;Photo;9;3;10;0;14152;631;2;74;14;90
134879;Status;9;4;4;1;9124;1476;2;57;6;65
134879;Photo;9;3;2;1;4260;588;0;58;17;75
134879;Photo;9;1;6;0;4048;544;9;197;28;234
134879;Photo;9;2;3;0;2363;393;0;148;7;155
134879;Photo;9;7;4;1;2351;371;0;24;4;28
134879;Photo;9;1;10;0;2232;374;9;186;23;218
134879;Photo;9;7;10;0;1804;330;3;142;18;163
135195;Photo;9;6;3;1;22304;1805;20;199;32;251
135195;Status;9;1;10;0;21256;4840;7;139;34;180
135195;Status;9;6;10;1;13216;2675;3;97;22;122
135195;Photo;9;5;11;0;6208;644;1;79;17;97
135195;Photo;9;5;2;0;4518;626;2;33;10;45
135195;Photo;9;1;4;0;4484;545;20;1372;47;1439
135195;Photo;9;2;9;0;4480;572;0;36;5;41
135195;Photo;9;7;3;0;4398;584;18;168;49;235
135195;Photo;9;4;10;0;3582;537;2;180;44;226
135195;Photo;9;2;2;0;1543;360;2;67;14;83
135195;Photo;9;6;3;1;22304;1805;20;199;32;251
135195;Status;9;1;10;0;21256;4840;7;139;34;180
135195;Status;9;6;10;1;13216;2675;3;97;22;122
135195;Photo;9;5;11;0;6208;644;1;79;17;97
135195;Photo;9;5;2;0;4518;626;2;33;10;45
135195;Photo;9;1;4;0;4484;545;20;1372;47;1439
135195;Photo;9;2;9;0;4480;572;0;36;5;41
135195;Photo;9;7;3;0;4398;584;18;168;49;235
135195;Photo;9;4;10;0;3582;537;2;180;44;226
135195;Photo;9;2;2;0;1543;360;2;67;14;83
135195;Photo;9;6;3;1;22304;1805;20;199;32;251
135195;Status;9;1;10;0;21256;4840;7;139;34;180
135195;Status;9;6;10;1;13216;2675;3;97;22;122
135195;Photo;9;5;11;0;6208;644;1;79;17;97
135195;Photo;9;5;2;0;4518;626;2;33;10;45
135195;Photo;9;1;4;0;4484;545;20;1372;47;1439
135195;Photo;9;2;9;0;4480;572;0;36;5;41
135195;Photo;9;7;3;0;4398;584;18;168;49;235
135195;Photo;9;4;10;0;3582;537;2;180;44;226
135195;Photo;9;2;2;0;1543;360;2;67;14;83
135195;Photo;9;6;3;1;22304;1805;20;199;32;251
135195;Status;9;1;10;0;21256;4840;7;139;34;180
135195;Status;9;6;10;1;13216;2675;3;97;22;122
135195;Photo;9;5;11;0;6208;644;1;79;17;97
135195;Photo;9;5;2;0;4518;626;2;33;10;45
135195;Photo;9;1;4;0;4484;545;20;1372;47;1439
135195;Photo;9;2;9;0;4480;572;0;36;5;41
135195;Photo;9;7;3;0;4398;584;18;168;49;235
135195;Photo;9;4;10;0;3582;537;2;180;44;226
135195;Photo;9;2;2;0;1543;360;2;67;14;83
135428;Photo;9;3;10;0;41984;3370;1;107;26;134
135428;Photo;9;4;10;1;13856;519;0;64;20;84
135428;Photo;9;4;2;1;10748;892;4;79;16;99
135428;Photo;9;5;3;1;2790;435;2;72;9;83
135428;Photo;9;3;2;1;2522;455;0;50;10;60
135428;Photo;9;5;10;0;1060;266;16;617;58;691
135428;Photo;9;3;10;0;41984;3370;1;107;26;134
135428;Photo;9;4;10;1;13856;519;0;64;20;84
135428;Photo;9;4;2;1;10748;892;4;79;16;99
135428;Photo;9;5;3;1;2790;435;2;72;9;83
135428;Photo;9;3;2;1;2522;455;0;50;10;60
135428;Photo;9;5;10;0;1060;266;16;617;58;691
135428;Photo;9;3;10;0;41984;3370;1;107;26;134
135428;Photo;9;4;10;1;13856;519;0;64;20;84
135428;Photo;9;4;2;1;10748;892;4;79;16;99
135428;Photo;9;5;3;1;2790;435;2;72;9;83
135428;Photo;9;3;2;1;2522;455;0;50;10;60
135428;Photo;9;5;10;0;1060;266;16;617;58;691
135428;Photo;9;3;10;0;41984;3370;1;107;26;134
135428;Photo;9;4;10;1;13856;519;0;64;20;84
135428;Photo;9;4;2;1;10748;892;4;79;16;99
135428;Photo;9;5;3;1;2790;435;2;72;9;83
135428;Photo;9;3;2;1;2522;455;0;50;10;60
135428;Photo;9;5;10;0;1060;266;16;617;58;691
135617;Status;9;6;4;0;11096;1843;2;95;17;114
135617;Photo;9;7;9;0;9384;757;1;58;13;72
135617;Photo;9;6;10;0;7512;769;2;55;10;67
135617;Photo;9;7;3;0;3992;598;25;244;44;313
135617;Photo;9;1;3;1;2055;346;1;142;37;180
135617;Status;9;6;4;0;11096;1843;2;95;17;114
135617;Photo;9;7;9;0;9384;757;1;58;13;72
135617;Photo;9;6;10;0;7512;769;2;55;10;67
135617;Photo;9;7;3;0;3992;598;25;244;44;313
135617;Photo;9;1;3;1;2055;346;1;142;37;180
135617;Status;9;6;4;0;11096;1843;2;95;17;114
135617;Photo;9;7;9;0;9384;757;1;58;13;72
135617;Photo;9;6;10;0;7512;769;2;55;10;67
135617;Photo;9;7;3;0;3992;598;25;244;44;313
135617;Photo;9;1;3;1;2055;346;1;142;37;180
135617;Status;9;6;4;0;11096;1843;2;95;17;114
135617;Photo;9;7;9;0;9384;757;1;58;13;72
135617;Photo;9;6;10;0;7512;769;2;55;10;67
135617;Photo;9;7;3;0;3992;598;25;244;44;313
135617;Photo;9;1;3;1;2055;346;1;142;37;180
135700;Photo;9;1;10;0;5086;622;6;212;36;254
135700;Photo;9;2;11;0;3756;469;6;101;29;136
135700;Photo;9;2;2;0;2656;390;3;156;20;179
135700;Photo;9;3;7;0;1685;322;12;155;23;190
135700;Photo;9;1;10;0;5086;622;6;212;36;254
135700;Photo;9;2;11;0;3756;469;6;101;29;136
135700;Photo;9;2;2;0;2656;390;3;156;20;179
135700;Photo;9;3;7;0;1685;322;12;155;23;190
135700;Photo;9;1;10;0;5086;622;6;212;36;254
135700;Photo;9;2;11;0;3756;469;6;101;29;136
135700;Photo;9;2;2;0;2656;390;3;156;20;179
135700;Photo;9;3;7;0;1685;322;12;155;23;190
135700;Photo;9;1;10;0;5086;622;6;212;36;254
135700;Photo;9;2;11;0;3756;469;6;101;29;136
135700;Photo;9;2;2;0;2656;390;3;156;20;179
135700;Photo;9;3;7;0;1685;322;12;155;23;190
135713;Photo;10;6;4;0;39984;2105;12;138;38;188
135713;Status;10;7;4;0;10744;1967;3;148;16;167
135713;Photo;10;4;10;0;8612;813;2;98;18;118
135713;Photo;10;5;4;1;6564;806;45;1639;122;1806
135713;Photo;10;4;1;0;5568;746;37;821;90;948
135713;Photo;10;5;11;0;4010;477;25;307;58;390
135713;Link;10;6;11;1;3616;111;3;46;14;63
135713;Photo;10;7;10;0;2291;303;5;194;33;232
135713;Photo;10;6;4;0;39984;2105;12;138;38;188
135713;Status;10;7;4;0;10744;1967;3;148;16;167
135713;Photo;10;4;10;0;8612;813;2;98;18;118
135713;Photo;10;5;4;1;6564;806;45;1639;122;1806
135713;Photo;10;4;1;0;5568;746;37;821;90;948
135713;Photo;10;5;11;0;4010;477;25;307;58;390
135713;Link;10;6;11;1;3616;111;3;46;14;63
135713;Photo;10;7;10;0;2291;303;5;194;33;232
135713;Photo;10;6;4;0;39984;2105;12;138;38;188
135713;Status;10;7;4;0;10744;1967;3;148;16;167
135713;Photo;10;4;10;0;8612;813;2;98;18;118
135713;Photo;10;5;4;1;6564;806;45;1639;122;1806
135713;Photo;10;4;1;0;5568;746;37;821;90;948
135713;Photo;10;5;11;0;4010;477;25;307;58;390
135713;Link;10;6;11;1;3616;111;3;46;14;63
135713;Photo;10;7;10;0;2291;303;5;194;33;232
135713;Photo;10;6;4;0;39984;2105;12;138;38;188
135713;Status;10;7;4;0;10744;1967;3;148;16;167
135713;Photo;10;4;10;0;8612;813;2;98;18;118
135713;Photo;10;5;4;1;6564;806;45;1639;122;1806
135713;Photo;10;4;1;0;5568;746;37;821;90;948
135713;Photo;10;5;11;0;4010;477;25;307;58;390
135713;Link;10;6;11;1;3616;111;3;46;14;63
135713;Photo;10;7;10;0;2291;303;5;194;33;232
136013;Link;10;4;3;0;68992;1032;1;129;36;166
136013;Photo;10;2;3;1;50736;1462;25;256;54;335
136013;Status;10;3;2;1;31136;6164;3;72;24;99
136013;Photo;10;1;3;0;18120;421;2;267;40;309
136013;Photo;10;2;10;1;16776;714;1;144;29;174
136013;Status;10;3;10;0;13152;2543;0;87;18;105
136013;Status;10;5;3;0;8896;1480;6;210;39;255
136013;Photo;10;1;10;1;5324;528;4;400;25;429
136013;Photo;10;4;10;1;4018;428;3;155;32;190
136013;Photo;10;5;8;0;1080;210;4;166;33;203
136013;Link;10;4;3;0;68992;1032;1;129;36;166
136013;Photo;10;2;3;1;50736;1462;25;256;54;335
136013;Status;10;3;2;1;31136;6164;3;72;24;99
136013;Photo;10;1;3;0;18120;421;2;267;40;309
136013;Photo;10;2;10;1;16776;714;1;144;29;174
136013;Status;10;3;10;0;13152;2543;0;87;18;105
136013;Status;10;5;3;0;8896;1480;6;210;39;255
136013;Photo;10;1;10;1;5324;528;4;400;25;429
136013;Photo;10;4;10;1;4018;428;3;155;32;190
136013;Photo;10;5;8;0;1080;210;4;166;33;203
136013;Link;10;4;3;0;68992;1032;1;129;36;166
136013;Photo;10;2;3;1;50736;1462;25;256;54;335
136013;Status;10;3;2;1;31136;6164;3;72;24;99
136013;Photo;10;1;3;0;18120;421;2;267;40;309
136013;Photo;10;2;10;1;16776;714;1;144;29;174
136013;Status;10;3;10;0;13152;2543;0;87;18;105
136013;Status;10;5;3;0;8896;1480;6;210;39;255
136013;Photo;10;1;10;1;5324;528;4;400;25;429
136013;Photo;10;4;10;1;4018;428;3;155;32;190
136013;Photo;10;5;8;0;1080;210;4;166;33;203
136013;Link;10;4;3;0;68992;1032;1;129;36;166
136013;Photo;10;2;3;1;50736;1462;25;256;54;335
136013;Status;10;3;2;1;31136;6164;3;72;24;99
136013;Photo;10;1;3;0;18120;421;2;267;40;309
136013;Photo;10;2;10;1;16776;714;1;144;29;174
136013;Status;10;3;10;0;13152;2543;0;87;18;105
136013;Status;10;5;3;0;8896;1480;6;210;39;255
136013;Photo;10;1;10;1;5324;528;4;400;25;429
136013;Photo;10;4;10;1;4018;428;3;155;32;190
136013;Photo;10;5;8;0;1080;210;4;166;33;203
136393;Status;10;7;9;0;15816;2733;8;186;18;212
136393;Link;10;5;10;0;4664;204;51;1998;128;2177
136393;Photo;10;6;9;0;3906;868;2;152;11;165
136393;Photo;10;6;2;0;3690;424;0;286;30;316
136393;Photo;10;7;3;0;3366;474;8;236;51;295
136393;Photo;10;6;11;0;910;207;0;66;13;79
136393;Photo;10;6;6;0;861;214;7;38;11;56
136393;Photo;10;7;10;0;786;263;45;407;76;528
136393;Photo;10;6;12;0;754;206;17;447;123;587
136393;Photo;10;6;13;0;747;226;2;93;26;121
136393;Photo;10;7;5;0;677;236;0;59;16;75
136393;Photo;10;7;6;0;677;251;2;163;35;200
136393;Photo;10;6;9;0;659;199;4;41;9;54
136393;Photo;10;6;8;0;652;214;4;304;47;355
136393;Photo;10;6;13;0;645;195;12;138;39;189
136393;Photo;10;7;8;0;619;257;1;124;32;157
136393;Photo;10;7;7;0;617;229;9;194;33;236
136393;Photo;10;7;9;0;584;273;1;179;30;210
136393;Status;10;7;9;0;15816;2733;8;186;18;212
136393;Link;10;5;10;0;4664;204;51;1998;128;2177
136393;Photo;10;6;9;0;3906;868;2;152;11;165
136393;Photo;10;6;2;0;3690;424;0;286;30;316
136393;Photo;10;7;3;0;3366;474;8;236;51;295
136393;Photo;10;6;11;0;910;207;0;66;13;79
136393;Photo;10;6;6;0;861;214;7;38;11;56
136393;Photo;10;7;10;0;786;263;45;407;76;528
